recommendationid,language,sentiment,review,review_clean,playtime_at_review_hours,timestamp_created
216335597,english,positif,Just a good game,good game,725.6,2026-01-19 15:41:16
216335463,english,positif,"Very hard but very intense and very rewarding. People complain about cheater. My experience is that there are actually very few cheaters. A lot of toxic people though that will report every time they get killed or just complain (against enemies or allies indistinctively).
The game is actually much more balanced than you could think at first glance, you will die a lot but Top 1 are actually very achievable. I don't consider myself very good but I am still able to make a top 1 every 10 to 20 games in squad, Sometimes more often. Surprisingly this stat did not change much over time despite getting much better so I attribute this to good match making.",hard intens rewarding people complain cheater experience actual cheaters lot toxic people though report everi time get kill complain enemi alli indistinctively game actual much balanc could think first glanc die lot top actual achiev consid good still abl make top everi games tim sometimes often surprisingli stat chang much time despit get much better attribut good match make,644.0,2026-01-19 15:39:16
216335194,english,positif,good,good,185.8,2026-01-19 15:35:18
216327557,english,positif,bug and cheater,bug cheater,2209.2,2026-01-19 13:28:12
216327314,english,positif,gg,good game,195.9,2026-01-19 13:23:58
216326360,english,negatif,"Ehhh, it's mostly bots unless you buy the p",ehhh mostli bot unless buy,105.9,2026-01-19 13:05:25
216325096,english,positif,okay,okay,71.6,2026-01-19 12:38:48
216323570,english,positif,RULPUI LUDIN,rulpui ludin,475.4,2026-01-19 12:06:41
216321391,english,positif,the best game,best game,56.1,2026-01-19 11:15:02
216320641,english,positif,nice,nice,14.0,2026-01-19 10:57:19
216317222,english,positif,sdasdad,sdasdad,554.9,2026-01-19 09:26:21
216315823,english,positif,ok,ok,433.2,2026-01-19 08:48:44
216312361,english,positif,but so many sweaty players,mani sweati player,20.9,2026-01-19 07:13:58
216312169,english,positif,musuh nya hanya Allah yang tahu,musuh allah,45.6,2026-01-19 07:09:02
216311681,english,positif,god,god,3.8,2026-01-19 06:54:50
216308746,english,positif,game hay,game hay,50.6,2026-01-19 05:38:23
216306977,english,positif,awesome and super realistic,awesom super realist,236.2,2026-01-19 04:55:27
216305692,english,positif,afk,away keyboard,696.9,2026-01-19 04:27:17
216303346,english,positif,dads,dad,1568.7,2026-01-19 03:32:18
216298963,english,positif,"Irritating to get started in. You have to play so many lobbies filled with bots. Might be good once you get past that, but it's such a hassle. Not sure what visual effects they have going either. Looks really nice in the videos I've watched from the beta/launch, but now looks blurry - even on 1440p. 

It's free though, so guess it's worth it.",irrit get start play mani lobbi fill bot might good get past hassl sure visual effect go either look realli nice video watch beta launch look blurri even free though guess worth,0.6,2026-01-19 01:57:48
216297337,english,positif,VERY FUN Me an wife like p;ay,fun wife like ay,109.6,2026-01-19 01:23:30
216296240,english,positif,Please bring back server for Australia and New Zealand,pleas bring back server australia new zealand,58.2,2026-01-19 01:00:13
216293446,english,negatif,boring + puts u against bots instead of real players,bore put bot instead real player,0.6,2026-01-19 00:00:06
216292956,english,positif,fun game !!,fun game,30.5,2026-01-18 23:50:16
216291797,english,positif,"Not very much to dislike about this game except that I'd like to win more often, but then again it's skill issue xD",much dislike game except like win often skill issu xd,278.0,2026-01-18 23:27:07
216291385,english,positif,its fun to shoot people.,fun shoot people,587.2,2026-01-18 23:18:38
216290716,english,positif,I've been playing this game for over 10 years and still enjoy it,play game year still enjoy,2314.2,2026-01-18 23:06:33
216289067,english,positif,GG,good game,0.1,2026-01-18 22:37:04
216285565,english,negatif,"This game is probably the worst thing I've ever experienced, and I've eaten a Mounds bar before.",game probabl worst thing ever experienced eaten mound bar,0.3,2026-01-18 21:37:07
216278873,english,positif,GOOD,good,390.1,2026-01-18 19:59:13
216278042,english,positif,everything,everyth,7.6,2026-01-18 19:47:37
216276251,english,positif,best game,best game,55.2,2026-01-18 19:22:49
216275201,english,positif,What can I say.... Its PubG,say playerunknown battleground,5.5,2026-01-18 19:08:58
216275085,english,negatif,TOO MUCH STUPID PEOPLE IN THIS GAME,much stupid people game,261.9,2026-01-18 19:07:23
216274393,english,positif,"The OG battle royale, love it!",og battl royal love,38.9,2026-01-18 18:58:59
216271903,english,positif,excellent,excel,6.4,2026-01-18 18:26:10
216271319,english,negatif,ass,ass,31.9,2026-01-18 18:17:57
216270787,english,positif,"Cosmetics earning e.g. blueprints are absolutely criminal one nice skin literally takes £100's on gambling or 1000hrs game time. You cant even pay for it outright its just a mixture of obnoxious 'earning' it and gambling. Forgetting that the actual gameplay is quite rewarding; if you devote the time and effort to your fundamentals you will see gradual improvement. Not just a recoil control game; strategy, utility, loadout choice etc are all important and rewarded. Excellent overall.",cosmetics earn blueprint absolut crimin one nice skin literally takes gambl game time cant even pay outright mixtur obnoxi earn gambl forget actual gameplay quit rewarding devot time effort fundamentals see gradual improvement recoil control game strategi util loadout choic etc import reward excel overal,471.8,2026-01-18 18:10:20
216270295,english,negatif,bad game,bad game,4.2,2026-01-18 18:02:51
216266786,english,positif,BEST,best,481.5,2026-01-18 17:15:29
216266540,english,positif,merge,merge,3.3,2026-01-18 17:12:17
216265703,english,positif,very good very good,good good,564.1,2026-01-18 17:01:36
216264156,english,negatif,Honestly the game is good but there must be VS AI mode because i one one of thoses who is not good at compititive games,honestli game good must vs ai mode one one thoses good compitit games,87.8,2026-01-18 16:41:06
216263653,english,positif,very nice,nice,132.4,2026-01-18 16:34:29
216263399,english,positif,Come one come all welcome to the meat grinder!,come one come welcom meat grinder,1053.1,2026-01-18 16:31:07
216261234,english,positif,Very nice,nice,40.8,2026-01-18 16:03:22
216260793,english,negatif,paba,paba,0.5,2026-01-18 15:57:38
216260146,english,positif,superNayr,supernayr,940.1,2026-01-18 15:48:46
216257249,english,positif,fun game,fun game,190.2,2026-01-18 15:09:29
216257194,english,positif,yup,yup,11.3,2026-01-18 15:08:33
216256344,english,positif,very Gruselman Unkowns Grusel grounds,gruselman unkown grusel ground,17.6,2026-01-18 14:57:13
216254925,english,positif,"When you get as good at the game as i am it becomes a little boring, advise you to not become as good as me. more fun that way",get good game becomes littl bore advis becom good fun way,14.3,2026-01-18 14:37:57
216253841,english,positif,good,good,178.1,2026-01-18 14:23:12
216252373,english,positif,fcking love it,fcking love,1003.4,2026-01-18 14:03:04
216251928,english,positif,Best BR game. Simple and straightforward.,best battl royal game simpl straightforward,40.8,2026-01-18 13:56:38
216251500,english,positif,HIDE!!,hide,271.4,2026-01-18 13:50:09
216251066,english,negatif,no good,good,28.7,2026-01-18 13:43:50
216249103,english,positif,Easy to play,easi play,23.5,2026-01-18 13:14:40
216248376,english,positif,"OK,",ok,4.7,2026-01-18 13:03:58
216247694,english,positif,ok game,ok game,11.6,2026-01-18 12:53:31
216247038,english,positif,"bro some timesz the fizik sks, but at the end of the day it can be the best game..",bro timesz fizik sk end day best game,2999.2,2026-01-18 12:43:34
216246538,english,positif,tigka,tigka,4408.9,2026-01-18 12:35:23
216241663,english,positif,good,good,238.3,2026-01-18 11:14:11
216240496,english,positif,Good game to play whith freands!,good game play whith freand,137.5,2026-01-18 10:54:34
216237871,english,positif,old pubg,old playerunknown battleground,74.8,2026-01-18 10:08:02
216237419,english,positif,dermoooo,dermoooo,134.9,2026-01-18 09:59:43
216237399,english,positif,nggr,nggr,20.5,2026-01-18 09:59:20
216234132,english,positif,"A bike hit me and then i got turned into 
red mist",bike hit got turn red mist,5.3,2026-01-18 08:56:45
216232155,english,positif,i like everything about this game,like everyth game,242.8,2026-01-18 08:15:32
216231640,english,positif,gud,gud,5.4,2026-01-18 08:04:11
216229637,english,positif,GOOD,good,27.4,2026-01-18 07:19:01
216227429,english,positif,Mast Game,mast game,175.0,2026-01-18 06:29:09
216226497,english,positif,good,good,40.0,2026-01-18 06:09:49
216225922,english,positif,nice,nice,383.1,2026-01-18 05:57:06
216223837,english,positif,"yes i would , but please do something for those cheaters, gettin more everyday! thank you, have a great day!",ye would pleas something cheaters gettin everyday thank great day,69.1,2026-01-18 05:10:37
